nuts,time,mean_temperature,hot_days,total_precipitation,extreme_precipitation_days,consecutive_dry_days,mean_wind_speed,fwi
AL,1944-09-01,292.0201577324402,1.8245494847674002,69.80950160450551,0.042131943601037704,14.705051505969495,1.7635246537858638,26.941309911758147
AL,1944-10-01,286.24779013193796,0.0,237.027649733636,0.6812849000281344,3.8628776120425634,1.8660180160975282,1.5648851251807498
AL,1944-11-01,280.4326772714194,0.0,158.40613083578643,0.2956435866549451,4.308386250676945,2.0579104577978873,0.8513378636749621
AL,1944-12-01,275.601018716318,0.0,127.79746726964933,0.2724072152732813,9.544580090482691,2.2448186068958256,0.9129489719121283
AL,1945-01-01,272.12623670324797,0.0,275.0708118517403,2.0913132532091017,3.668094765476083,2.51919326925564,0.2698038087388814
AL,1945-02-01,273.7858029997613,0.0,10.179987622673304,0.0,16.027918464067067,1.852159641733717,1.8029633489338581
AL,1945-03-01,277.1290686978037,0.0,53.825909145029826,0.0,12.92843661167554,1.7500862659695255,2.1585942341940694
AL,1945-04-01,282.7193150446234,0.0,56.61872882074166,0.25586878829075965,9.621087556533457,1.8825189623808798,6.335526438715463
AL,1945-05-01,290.30629096617446,0.3299871737500656,25.622438733805623,0.08650837437202301,14.791706049919652,1.855875360251121,14.916781246243302
AL,1945-06-01,293.373869522646,1.8507555525225434,37.740434171779434,0.0715833806111256,11.208499427727956,1.7520242188035393,18.72565136066972
AL,1945-07-01,296.20822513604514,9.500278809666767,21.568384568300026,0.0,15.510369312417291,1.8881336761757768,30.04678826667202
AL,1945-08-01,295.91269716466826,8.867429050194826,15.953291345490447,0.02885418354704227,19.18936534341667,2.0237117350764744,37.357533618131235
AL,1945-09-01,291.3929436653426,1.2798830065318079,172.01198403329894,0.9526405958860358,7.1414163435874505,1.82815675768872,17.783443029534823
AL,1945-10-01,284.5034271473907,0.0,64.31421429229097,0.0,10.791356271523318,1.553574967121553,3.9645177358057917
AL,1945-11-01,281.1443330863759,0.0,166.42845859529046,0.42515610696735817,4.1849623814689,1.967454364886496,2.8778634304851805
AL,1945-12-01,275.8470138590517,0.0,141.9219268638399,0.1730104663938148,4.699743026592588,2.120137713914074,0.405731787365852
AL,1946-01-01,274.03976579768954,0.0,119.32559871145875,0.7182355127152945,7.713922007639061,2.26388535944112,0.3156127052377202
AL,1946-02-01,274.73090324233794,0.0,73.71387761941172,0.056341791244197977,6.393302005003951,2.0549955544750285,0.4753653885694719
AL,1946-03-01,279.4020014832432,0.0,51.23214908795208,0.0,12.310710942780073,1.8802258106627683,2.47373955992689
AL,1946-04-01,284.33327317404195,0.0,68.43135638963841,0.21247890959210336,8.45750484740316,1.6947254617400687,4.843305224191022
AL,1946-05-01,288.64409960931494,0.0,61.28657865958538,0.14383860934513176,8.329564878848995,1.4889566202833122,6.702379759322416
